Strain, Tz 
-1.27972842096023e-01, -2.77312190898936e+00 
-1.25387532154689e-01, -2.63160290386631e+00 
-1.22802222213355e-01, -2.42351464823290e+00 
-1.20216912272022e-01, -2.14505808728081e+00 
-1.17631602330688e-01, -1.98750509802150e+00 
-1.15046292389354e-01, -1.85218462691483e+00 
-1.12460982448020e-01, -1.76024445379392e+00 
-1.09875672506686e-01, -1.67880065974615e+00 
-1.07290362565353e-01, -1.60704919090868e+00 
-1.04705052624019e-01, -1.53633625801136e+00 
-1.02119742682685e-01, -1.46005118031028e+00 
-9.95344327413512e-02, -1.36829236364052e+00 
-9.69491228000174e-02, -1.27195158510477e+00 
-9.43638128586836e-02, -1.17193852260285e+00 
-9.17785029173498e-02, -1.09404450905469e+00 
-8.91931929760160e-02, -1.02915032217593e+00 
-8.66078830346822e-02, -9.64966992564011e-01 
-8.40225730933484e-02, -8.99900277631118e-01 
-8.14372631520146e-02, -8.33417620383070e-01 
-7.88519532106808e-02, -7.74996565928983e-01 
-7.62666432693470e-02, -7.22532714689373e-01 
-7.36813333280132e-02, -6.76198971913650e-01 
-7.10960233866794e-02, -6.41417212548573e-01 
-6.85107134453456e-02, -6.06898630392376e-01 
-6.59254035040118e-02, -5.76319055859579e-01 
-6.33400935626780e-02, -5.47784361888667e-01 
-6.07547836213442e-02, -5.22117648204782e-01 
-5.81694736800104e-02, -4.96728659537067e-01 
-5.55841637386766e-02, -4.71580275386080e-01 
-5.29988537973428e-02, -4.37794448457151e-01 
-5.04135438560090e-02, -4.02798786027010e-01 
-4.78282339146752e-02, -3.64681530525517e-01 
-4.52429239733414e-02, -3.26119462343721e-01 
-4.26576140320076e-02, -3.00337477797217e-01 
-4.00723040906738e-02, -2.77366501417297e-01 
-3.74869941493400e-02, -2.57131141158432e-01 
-3.49016842080063e-02, -2.37161557685410e-01 
-3.23163742666725e-02, -2.19246850987373e-01 
-2.97310643253387e-02, -2.02873962825176e-01 
-2.71457543840049e-02, -1.86440791179817e-01 
-2.45604444426711e-02, -1.68419088794825e-01 
-2.19751345013373e-02, -1.50180022553769e-01 
-1.93898245600035e-02, -1.32321766229545e-01 
-1.68045146186697e-02, -1.13351351868089e-01 
-1.42192046773359e-02, -9.18956389109381e-02 
-1.16338947360021e-02, -7.54748315445343e-02 
-9.04858479466830e-03, -5.75589130618098e-02 
-6.46327485333451e-03, -3.94741696714686e-02 
-3.87796491200071e-03, -2.27056132381436e-02 
-1.29265497066690e-03, -7.28480991963875e-03 
1.29265497066687e-03, 7.28480991963859e-03 
3.87796491200067e-03, 2.07084287796879e-02 
6.46327485333446e-03, 3.40122026119301e-02 
9.04858479466826e-03, 4.65686557032346e-02 
1.16338947360021e-02, 5.96048129255303e-02 
1.42192046773359e-02, 7.34763189168173e-02 
1.68045146186696e-02, 8.72574370163476e-02 
1.93898245600034e-02, 1.00961875723744e-01 
2.19751345013372e-02, 1.17478613670502e-01 
2.45604444426710e-02, 1.33481178670549e-01 
2.71457543840048e-02, 1.50188649436475e-01 
2.97310643253386e-02, 1.67252675874911e-01 
3.23163742666724e-02, 1.81935826218031e-01 
3.49016842080062e-02, 1.95943962188300e-01 
3.74869941493400e-02, 2.11143852758953e-01 
4.00723040906738e-02, 2.26783658250464e-01 
4.26576140320076e-02, 2.42590164512592e-01 
4.52429239733414e-02, 2.59346826204167e-01 
4.78282339146752e-02, 2.76988537894774e-01 
5.04135438560090e-02, 2.96761880918453e-01 
5.29988537973428e-02, 3.17496619176721e-01 
5.55841637386766e-02, 3.38740296554056e-01 
5.81694736800104e-02, 3.68300766514814e-01 
6.07547836213442e-02, 4.05538673115671e-01 
6.33400935626780e-02, 4.43561201579947e-01 
6.59254035040118e-02, 4.86946350578827e-01 
6.85107134453456e-02, 5.30940499425164e-01 
7.10960233866794e-02, 5.73667397449890e-01 
7.36813333280132e-02, 6.15300438943889e-01 
7.62666432693470e-02, 6.80044553667495e-01 
7.88519532106808e-02, 7.68191001033377e-01 
8.14372631520146e-02, 8.76934134371702e-01 
8.40225730933484e-02, 9.91006027633515e-01 
8.66078830346821e-02, 1.10766066718439e+00 
8.91931929760159e-02, 1.21507312816129e+00 
9.17785029173497e-02, 1.32248558913820e+00 
9.43638128586835e-02, 1.42270940871365e+00 
9.69491228000173e-02, 1.52046194665890e+00 
9.95344327413511e-02, 1.62648684287656e+00 
1.02119742682685e-01, 1.73148476634755e+00 
1.04705052624019e-01, 1.83990643054052e+00 
1.07290362565353e-01, 1.95981828013912e+00 
1.09875672506686e-01, 2.15344911899408e+00 
1.12460982448020e-01, 2.42777660402523e+00 
1.15046292389354e-01, 2.71408041475678e+00 
1.17631602330688e-01, 2.90480966986842e+00 
1.20216912272021e-01, 3.10374141066977e+00 
1.22802222213355e-01, 3.30758804176957e+00 
1.25387532154689e-01, 3.52860786676802e+00 
1.27972842096023e-01, 3.92065138004186e+00 
